32727,4,1,119,52.0,94.93,797.95,normal
36815,3,1,46,66.58,69.89,602.89,normal
5385,4,2,86,72.23,97.7,137.88,normal
1531624,19,44,2401,651.67,425.29,10715.48,xss
10483,4,1,46,48.66,55.53,561.25,normal
682910,43,61,2499,660.13,926.6,13529.55,lfi
14505,2,1,74,66.62,123.43,646.76,normal
18217,4,2,109,25.3,76.39,733.36,normal
1441296,12,31,1799,282.13,691.6,11267.83,sql_injection
26571,2,4,63,37.77,50.12,776.48,normal
21170,1,4,160,33.78,63.77,217.75,normal
33359,3,2,73,40.89,35.13,685.56,normal
7017,3,1,124,49.93,79.96,90.29,normal
1525000,44,63,1823,813.47,1081.6,11806.84,sql_injection
1739600,42,53,5358,395.77,1038.02,11171.23,normal
1240233,30,17,4281,741.51,408.39,20708.81,xss
492680,14,17,5268,443.36,955.16,13863.4,sql_injection
855342,20,27,3695,306.62,524.75,16709.68,normal
1579603,16,37,5456,679.35,571.88,18047.97,xss
11819,3,3,134,41.12,102.37,889.99,normal
13723,4,3,93,22.36,88.98,525.08,normal
20111,1,1,167,47.53,98.23,463.83,normal
4003,2,4,92,82.64,84.44,861.57,normal
19226,2,4,85,76.61,75.91,346.78,normal
13352,4,1,150,89.13,127.4,721.15,normal
17546,3,1,146,40.72,94.37,334.96,normal
20016,3,4,162,36.13,32.16,135.89,normal
879625,15,33,3101,387.39,636.08,24214.23,sql_injection
1693914,13,65,2430,505.5,927.93,11736.3,sql_injection
37044,2,1,166,18.68,101.78,283.49,normal
5647,3,3,46,79.75,69.74,671.38,normal
16082,1,2,59,17.37,48.19,464.72,normal
1004519,26,27,4550,311.4,972.8,12760.12,xss
33794,3,4,67,68.13,118.12,446.92,normal
1216499,23,29,3647,390.28,366.92,23879.66,lfi
1447082,12,56,3045,318.49,748.22,20641.6,lfi
10604,3,3,114,40.03,82.15,82.83,normal
38802,4,1,109,15.12,54.61,551.92,normal
17666,4,3,133,86.89,110.86,634.57,normal
608430,24,17,5043,822.31,1069.2,7188.68,xss
1700221,38,18,1888,484.64,950.79,22123.74,sql_injection
35352,1,3,148,57.99,27.92,680.91,normal
1415132,29,58,2408,845.71,796.57,11000.34,lfi
16050,4,3,139,47.62,77.69,685.62,normal
438167,17,25,5359,798.64,1063.08,16183.38,xss
10819,3,1,130,55.71,104.54,680.3,normal
21046,4,4,73,21.28,81.15,339.71,normal
38626,2,3,44,20.36,47.3,106.36,normal
822063,33,60,4813,846.86,1016.81,17498.02,normal
431980,42,39,4378,506.24,513.15,9540.48,sql_injection
1452293,15,61,5108,788.39,1027.67,6057.85,xss
651735,16,19,4646,788.28,573.1,12366.62,lfi
12778,3,1,129,69.71,116.04,204.3,normal
1665539,21,32,1850,629.21,590.11,22012.42,lfi
1333063,14,38,3424,531.91,524.0,6835.38,normal
23516,4,1,42,49.6,81.5,733.02,normal
18135,4,3,176,56.92,101.86,481.47,normal
17558,4,3,111,26.33,85.74,812.74,normal
9847,4,4,122,78.37,119.36,389.3,normal
538610,22,58,3111,572.48,955.08,22996.6,sql_injection
1797210,45,18,3783,296.34,899.51,24413.72,sql_injection
39427,2,4,159,73.43,67.5,717.57,normal
1015339,39,33,5099,841.31,774.03,10935.89,sql_injection
5465,3,3,124,51.15,86.38,530.42,normal
5372,3,1,133,79.23,107.81,797.75,lfi
1533124,19,36,1992,723.24,401.97,17347.23,lfi
22879,3,1,97,19.56,59.53,269.36,normal
1609907,12,33,1448,504.17,565.84,20218.45,sql_injection
25481,4,4,60,87.52,83.13,811.02,normal
938954,45,64,5420,467.57,882.82,10033.62,sql_injection
1472176,19,40,1840,701.05,610.8,14557.72,xss
944483,20,53,2599,308.85,647.72,9782.38,sql_injection
8761,4,2,89,15.44,102.61,741.07,normal
22254,1,4,122,82.61,71.73,437.6,sql_injection
1297568,44,58,1462,259.82,411.66,13487.2,lfi
6980,3,2,76,30.18,112.3,541.32,normal
9120,1,3,103,78.06,55.76,289.89,normal
15229,1,1,156,31.47,89.79,626.19,normal
864602,33,42,3338,257.92,789.82,15953.49,sql_injection
22908,1,3,175,66.47,104.64,533.6,normal
15499,2,2,152,44.42,62.86,713.99,normal
6824,3,1,42,17.09,76.97,784.38,normal
27820,3,3,154,20.07,26.43,435.72,normal
1661867,35,53,3296,837.32,894.48,24112.3,xss
27219,2,1,94,67.32,78.17,709.2,normal
36145,3,3,177,45.03,107.57,174.87,normal
726850,37,48,2817,772.77,1016.03,23946.62,lfi
22186,3,4,137,31.32,108.37,368.98,lfi
26916,2,1,93,46.17,79.46,253.27,normal
37716,1,1,124,15.95,111.46,587.67,normal
17995,3,4,106,51.61,127.98,298.13,normal
17345,3,4,158,85.71,120.01,581.13,normal
1256660,21,45,4320,662.66,704.84,9786.57,lfi
1574323,34,17,3152,459.08,443.39,23201.41,lfi
1315552,28,48,5024,679.55,1099.48,24131.64,normal
39778,3,2,86,47.77,99.25,888.04,normal
27708,2,4,70,67.18,87.98,488.09,normal
15147,2,3,169,47.1,56.86,765.99,normal
1577886,36,64,1960,331.46,426.69,13542.62,normal
37811,4,2,126,43.37,25.25,733.23,normal
11807,3,1,56,24.92,110.49,59.31,normal
8016,1,2,168,37.79,62.09,853.41,sql_injection
15045,1,1,111,80.47,78.71,246.27,normal
32304,3,3,70,83.61,104.46,205.63,normal
16393,2,2,126,36.89,70.18,147.07,normal
1464920,13,52,1719,252.52,757.28,13434.55,lfi
7221,1,3,75,25.72,119.88,719.23,normal
28793,1,4,69,21.44,112.11,275.94,normal
997163,42,49,5110,625.55,585.85,23193.6,normal
15416,1,1,81,44.69,74.9,181.86,sql_injection
1433750,24,27,2667,495.31,689.45,16390.5,lfi
1211718,23,52,2011,650.19,763.86,12215.58,sql_injection
23067,4,4,56,64.03,65.52,181.9,normal
9026,1,3,87,15.02,99.71,209.08,normal
14370,2,2,71,65.24,35.09,547.23,normal
11866,3,1,147,44.0,60.87,417.26,normal
1618731,24,44,3498,280.92,656.38,11591.77,xss
1705418,25,41,2320,479.47,838.13,13271.84,normal
33809,2,3,137,50.65,108.08,207.15,normal
24424,3,2,169,44.06,84.16,242.47,normal
1216937,27,18,5361,672.33,578.32,20171.09,sql_injection
1102779,45,23,2137,700.88,392.95,18893.11,lfi
14848,2,2,84,59.78,119.68,676.69,normal
14195,4,4,101,28.94,98.51,770.3,normal
18748,3,2,63,38.28,67.28,423.13,normal
4588,1,4,176,43.68,42.35,385.26,normal
1316402,38,28,3990,702.15,490.15,8003.98,lfi
26816,3,3,140,72.91,61.92,403.86,normal
38703,1,2,161,42.7,103.23,469.36,normal
12256,1,1,69,25.47,109.17,268.21,normal
21477,2,2,134,50.45,80.04,694.07,normal
30611,4,1,136,78.45,129.14,805.37,normal
1198220,42,35,3601,529.86,1030.6,23435.62,normal
755667,42,48,4321,821.02,470.97,21132.36,sql_injection
1467361,39,44,3939,507.34,884.69,16611.69,lfi
12898,3,2,69,49.74,29.77,886.08,normal
15960,1,3,133,61.53,76.44,376.43,normal
13760,1,3,166,73.63,45.02,605.29,normal
1132149,15,63,4402,316.87,383.15,7405.94,xss
4489,1,4,62,21.91,85.47,700.89,normal
1752756,26,56,2362,643.53,993.8,22383.78,normal
1001036,41,35,3864,805.03,420.91,18138.64,lfi
555557,31,26,1338,307.87,1074.92,8863.02,xss
31007,2,4,112,49.93,90.39,584.86,normal
572362,35,35,3455,338.38,598.38,23818.3,sql_injection
16920,2,3,167,52.08,125.92,538.37,normal
642508,12,65,4638,559.76,1029.0,22742.81,sql_injection
32177,3,1,44,80.26,110.43,318.51,normal
29593,1,1,87,73.58,85.07,618.69,normal
25970,3,2,87,76.03,60.55,512.45,normal
14848,3,1,110,88.88,34.7,337.75,normal
18439,3,4,58,65.62,103.96,325.45,normal
36778,3,3,146,25.12,126.65,286.12,xss
1069147,13,36,4193,577.57,397.78,19207.68,normal
418236,17,62,3906,780.22,864.93,11220.48,xss
1766260,29,64,2579,690.79,893.27,6688.02,sql_injection
31158,1,3,140,40.0,91.69,870.89,normal
1600148,16,63,4968,313.48,941.7,13090.84,sql_injection
4397,1,4,92,56.52,38.92,85.42,normal
7874,2,3,121,48.74,110.11,855.42,normal
421310,24,40,3840,633.81,1021.41,13460.21,xss
1250384,36,23,2011,318.79,464.42,18883.41,normal
1289634,43,54,3551,648.39,551.41,12849.69,lfi
4372,1,3,98,58.7,96.16,477.3,normal
8235,4,2,49,53.63,124.95,445.07,normal
29891,3,4,130,83.86,56.42,81.44,normal
20119,4,1,152,17.21,80.29,201.19,normal
1079949,41,29,1647,596.67,428.71,22865.68,lfi
38866,2,3,170,26.92,62.53,566.27,normal
10721,3,4,169,47.11,103.91,70.51,normal
20642,3,4,102,33.58,108.07,798.53,normal
4033,1,2,46,72.97,83.72,649.16,normal
968474,25,37,2612,693.09,444.66,14095.33,normal
29000,2,3,69,68.03,61.57,345.39,normal
446982,15,54,5268,596.54,810.88,21517.45,xss
24785,1,1,51,18.68,103.93,727.98,normal
18607,2,4,136,76.02,77.62,256.72,normal
11762,2,3,136,43.86,86.62,835.46,normal
9625,1,4,133,52.78,120.02,656.28,normal
724682,16,28,3118,645.18,1093.49,8686.89,xss
1586025,39,35,4786,321.66,861.6,18743.75,xss
39439,3,4,131,58.34,86.76,126.66,normal
32673,4,1,121,64.14,53.9,96.33,normal
529387,21,58,4785,349.44,565.51,18707.86,xss
1236484,17,32,5048,257.74,686.91,24455.2,sql_injection
29329,4,4,132,55.42,108.81,560.42,normal
1091520,42,15,1554,475.08,606.65,14410.34,normal
9918,2,4,70,30.34,80.78,72.28,normal
27365,3,1,61,84.29,53.56,274.87,normal
727150,34,35,2891,837.08,467.55,15246.9,lfi
16093,2,3,102,80.8,127.14,549.94,normal
750520,43,32,2346,781.15,870.93,23762.64,lfi
27930,2,1,154,39.8,91.85,274.21,normal
759527,32,54,4263,441.75,862.75,12834.99,lfi
25271,1,4,81,81.92,122.0,285.74,xss
407205,28,22,1551,826.33,354.03,10151.56,normal
1099858,36,42,4498,719.1,1016.79,18875.7,sql_injection
35749,3,2,103,50.26,68.77,872.6,normal
590914,45,27,4854,611.6,664.79,19838.42,lfi
839056,24,20,4453,516.77,377.09,24303.57,sql_injection
601840,42,16,3046,451.9,767.33,15608.08,normal
10896,1,3,87,41.87,30.21,596.79,normal
1573023,42,38,1406,667.55,608.97,23072.04,normal
485352,16,34,3530,414.49,808.39,15938.64,lfi
24365,2,2,118,28.38,124.05,149.16,normal
4184,4,1,84,32.43,41.01,639.62,normal
28112,1,4,164,76.91,127.69,326.43,normal
31787,2,4,120,42.46,30.34,99.92,normal
28763,2,3,63,66.01,51.13,887.09,normal
508688,16,45,4963,430.76,840.62,21667.89,xss
34882,1,4,62,83.69,98.42,220.25,normal
25348,2,4,122,69.19,43.85,80.81,sql_injection
4682,2,2,131,32.69,35.33,820.18,normal
1779909,19,22,2470,501.01,433.43,6065.01,sql_injection
39321,4,1,142,24.13,98.37,364.93,normal
36049,3,3,59,22.72,105.24,286.71,normal
31041,3,2,100,35.16,55.67,491.32,normal
26929,4,4,52,63.29,75.78,824.44,normal
1358718,21,41,1589,845.61,381.39,18909.09,normal
8169,2,3,64,42.1,85.63,400.62,normal
28390,2,1,74,55.57,42.01,600.3,normal
1407309,23,62,2194,382.5,968.99,17506.45,sql_injection
5634,4,3,63,30.97,90.05,384.35,normal
719603,44,23,4215,327.19,884.58,18881.2,lfi
14895,4,1,175,23.14,88.01,257.86,normal
18751,1,1,165,36.38,96.45,237.89,normal
984831,21,41,4647,369.12,667.58,9959.4,normal
26143,4,2,154,73.33,104.18,217.65,normal
1233421,41,39,1937,747.71,482.01,11898.01,lfi
989379,41,52,2376,502.5,1023.17,6296.62,normal
31594,1,2,72,49.86,53.35,286.3,normal
19161,2,1,50,68.93,100.27,825.31,normal
18439,1,1,137,26.93,96.16,811.57,normal
29490,4,1,116,68.88,102.7,318.7,normal
1393656,41,21,1570,663.14,701.66,16715.92,normal
9964,1,4,144,20.86,87.24,427.0,normal
1335814,33,45,5194,253.13,477.32,21104.14,normal
1049432,37,15,1729,810.53,459.11,17559.12,lfi
1045635,18,50,1767,595.34,370.34,23375.24,sql_injection
5123,4,4,64,89.77,112.81,461.69,normal
561420,38,34,2979,683.17,816.05,23221.08,sql_injection
13788,4,2,95,57.26,126.55,450.89,normal
8384,3,1,129,43.73,43.51,207.81,normal
494983,16,50,1732,694.68,867.35,20184.28,lfi
31351,4,4,80,25.82,25.38,109.37,normal
1312696,27,27,1286,447.06,402.67,7993.75,normal
39295,3,2,40,27.76,109.34,239.14,normal
29297,1,2,72,67.17,84.1,707.9,normal
23884,2,2,154,70.38,59.25,225.76,normal
8882,3,2,151,79.42,65.86,298.65,normal
25400,4,2,159,65.5,105.59,383.42,normal
1651704,38,62,1283,341.38,1000.87,20209.97,normal
22501,3,3,165,56.37,61.0,467.63,normal
631499,23,54,3216,380.07,843.38,13437.5,normal
32399,1,2,60,31.81,73.8,131.63,normal
4106,2,2,76,46.38,27.08,451.79,normal
33166,3,1,167,50.83,33.44,84.33,normal
27404,3,4,104,64.22,108.73,268.48,normal
30161,3,3,179,42.46,71.75,552.29,normal
38374,1,3,180,70.32,39.77,581.2,sql_injection
1406053,22,57,3472,572.41,701.14,6674.32,sql_injection
1523255,45,36,2563,335.66,1056.59,20305.15,lfi
28547,2,3,70,26.28,126.04,557.5,normal
25587,1,3,85,48.53,34.98,253.95,normal
28437,2,3,88,49.33,117.52,894.09,sql_injection
987305,42,20,4176,252.26,419.84,13287.84,normal
10996,4,3,145,61.08,97.88,454.17,normal
15606,2,3,163,47.41,57.86,686.28,normal
1433931,42,51,4312,290.9,432.18,20859.94,sql_injection
24182,3,2,104,65.95,112.1,472.6,normal
10438,4,2,55,65.13,60.05,840.48,normal
6688,4,2,151,79.36,62.81,580.16,normal
958779,15,57,1737,746.02,1096.93,19654.74,lfi
15615,4,1,85,24.76,45.9,259.09,normal
8445,3,4,142,84.13,49.24,786.5,normal
18611,1,1,41,77.8,124.88,70.65,normal
21982,4,1,173,59.36,66.77,849.98,normal
22356,1,4,107,80.69,34.2,826.32,normal
5441,4,1,63,55.49,98.69,800.77,xss
440899,37,54,2404,713.26,988.78,20409.68,xss
12884,4,1,149,52.23,96.04,640.06,normal
21440,4,3,91,21.9,74.82,61.16,normal
842364,15,58,3710,272.53,708.0,23940.34,xss
20137,2,2,96,60.15,26.73,253.74,normal
