385,1401,1,5,1,255,0.94,normal
572,2139,1,7,20,255,0.99,normal
33479,54569,0,122,73,17,0.25,mscan
160,2479,1,6,7,255,0.94,normal
713,302,1,3,10,255,0.96,normal
756,796,1,8,7,255,0.91,normal
28292,16565,0,215,62,154,0.22,mscan
18049,33813,0,194,55,20,0.35,portsweep
34089,17897,0,235,70,152,0.08,neptune
30421,53491,0,165,103,25,0.33,mscan
594,419,1,7,6,255,0.85,normal
680,344,1,13,14,255,0.93,normal
14998,41212,0,150,59,134,0.37,portsweep
32569,22314,0,80,44,97,0.21,normal
14975,52312,0,107,74,84,0.16,neptune
18289,15205,0,251,101,137,0.12,normal
848,593,1,11,20,255,0.98,normal
849,1777,1,12,11,255,0.96,normal
303,1364,1,20,6,255,0.9,normal
851,2406,1,3,18,255,0.95,normal
794,1606,1,13,2,255,0.91,normal
870,1039,1,11,12,255,0.95,normal
14372,58363,0,228,47,101,0.28,normal
394,1388,1,6,6,255,0.94,normal
703,979,1,9,20,255,0.88,normal
686,1951,1,8,18,255,0.88,normal
491,1932,1,14,11,255,0.94,normal
185,363,1,9,7,255,0.97,normal
204,1146,1,19,10,255,0.99,normal
548,1561,1,13,4,255,0.97,normal
340,2289,1,5,3,255,0.86,normal
32219,56565,0,93,60,89,0.06,normal
313,277,1,17,12,255,0.97,normal
323,2238,1,14,8,255,0.99,normal
9097,58585,0,198,49,144,0.37,normal
444,1875,1,2,4,255,0.98,normal
231,604,1,20,13,255,0.92,normal
39330,52032,0,93,51,28,0.29,portsweep
21175,19349,0,214,86,52,0.21,portsweep
163,2149,1,1,3,255,0.9,normal
846,1244,1,14,20,255,0.93,normal
270,1143,1,3,13,255,0.91,normal
573,346,1,6,2,255,0.89,normal
636,370,1,6,2,255,0.87,normal
28925,28162,0,83,83,19,0.06,neptune
39966,22221,0,116,45,115,0.11,saint
394,573,1,2,7,255,0.96,normal
825,2047,1,13,9,255,0.96,normal
794,1803,1,8,10,255,0.91,normal
583,729,1,10,3,255,0.95,normal
706,1505,1,16,13,255,0.92,portsweep
22434,19007,0,137,106,173,0.37,normal
23718,29796,0,142,52,81,0.3,neptune
36562,29867,0,209,37,12,0.32,saint
511,2224,1,19,4,255,0.86,normal
10282,23441,0,202,91,79,0.3,portsweep
34467,36013,0,240,92,102,0.21,neptune
30540,24127,0,210,76,86,0.21,portsweep
832,970,1,12,4,255,0.88,normal
32155,42491,0,181,70,49,0.08,mscan
721,1129,1,11,11,255,0.97,normal
607,898,1,15,7,255,0.98,normal
277,1083,1,4,20,255,0.86,normal
603,2187,1,15,4,255,0.87,normal
880,993,1,15,20,255,0.95,normal
663,1954,1,5,1,255,0.97,normal
233,1381,1,17,1,255,0.97,normal
213,1515,1,16,1,255,0.94,normal
28475,31635,0,172,110,61,0.06,normal
9946,17368,0,106,98,120,0.23,normal
834,2016,1,6,17,255,0.89,normal
341,351,1,5,5,255,0.97,normal
228,1454,1,11,17,255,0.86,normal
17462,41758,0,126,106,23,0.34,portsweep
173,1859,1,14,13,255,0.92,normal
184,2048,1,20,6,255,0.88,normal
23235,54514,0,245,99,46,0.39,neptune
566,1947,1,9,6,255,0.87,normal
19967,32415,0,219,109,163,0.37,saint
888,699,1,4,5,255,0.9,normal
179,1694,1,16,6,255,0.88,normal
405,1903,1,3,3,255,0.96,normal
535,1089,1,3,1,255,0.87,normal
39965,39411,0,130,105,145,0.17,portsweep
494,2251,1,10,17,255,0.98,normal
10576,36268,0,126,56,129,0.34,mscan
432,655,1,8,2,255,0.91,normal
710,2481,1,4,18,255,0.86,normal
9487,49529,0,91,79,25,0.25,normal
29841,47234,0,116,47,126,0.11,normal
526,1638,1,16,15,255,0.92,normal
755,2357,1,19,11,255,0.89,normal
594,1350,1,10,13,255,0.9,normal
681,2191,1,5,20,255,0.98,normal
181,1822,1,12,2,255,0.97,normal
134,2204,1,9,5,255,0.86,normal
342,1886,1,1,5,255,0.87,mscan
32969,54722,0,183,78,137,0.4,normal
587,1343,1,2,10,255,0.99,normal
844,1466,1,18,5,255,0.96,normal
895,369,1,5,12,255,0.92,normal
